clave,clave_alterna,precio,max_usable,interior ,exterior,proveedor,material ,tipo
TFBR40-80-120-150,TFBR40-80-120-151,3308.26,150,80,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-150-150,TFBR40-80-150-151,6501.1,150,80,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-170-150,TFBR40-80-170-151,9036.22,150,80,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-100-150,TFBR40-83-100-151,1366.85,150,83,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-102-150,TFBR40-83-102-151,1533.67,150,83,102,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-105-150,TFBR40-83-105-151,1774.08,150,83,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-108-150,TFBR40-83-108-151,2035.15,150,83,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-110-150,TFBR40-83-110-151,2201.47,150,83,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-120-150,TFBR40-83-120-151,3109.68,150,83,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-83-98-100,TFBR40-83-98-101,813.46,150,83,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-100-100,TFBR40-85-100-101,835.13,150,85,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-105-150,TFBR40-85-105-151,1648.58,150,85,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-110-150,TFBR40-85-110-151,2076.48,150,85,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-135-150,TFBR40-85-135-151,4497.19,150,85,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-102-150,TFBR40-85-102-151,1398.1,150,85,102,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-108-150,TFBR40-85-108-151,1899.07,150,85,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-125-150,TFBR40-85-125-151,3464.5,150,85,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-130-150,TFBR40-85-130-151,3975.55,150,85,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-150-150,TFBR40-85-150-151,6187.61,150,85,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-98-100,TFBR40-85-98-101,730.3,150,85,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-85-120-150,TFBR40-85-120-151,2984.69,150,85,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-105-100,TFBR40-90-105-101,876.46,150,90,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-125-150,TFBR40-90-125-151,3130.85,150,90,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-110-150,TFBR40-90-110-151,1731.74,150,90,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-145-150,TFBR40-90-145-151,5259.24,150,90,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-120-150,TFBR40-90-120-151,2639.95,150,90,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-170-150,TFBR40-90-170-151,8379,150,90,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-102-100,TFBR40-90-102-101,709.13,150,90,102,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-108-150,TFBR40-90-108-151,1555.34,150,90,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-114-150,TFBR40-90-114-151,2087.06,150,90,114,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-130-150,TFBR40-90-130-151,3630.82,150,90,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-150-150,TFBR40-90-150-151,5843.38,150,90,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-160-150,TFBR40-90-160-151,7075.15,150,90,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-180-150,TFBR40-90-180-151,9756.43,150,90,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-190-150,TFBR40-90-190-151,11217.53,150,90,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-200-150,TFBR40-90-200-151,12751.2,150,90,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-210-150,TFBR40-90-210-151,14368.54,150,90,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-220-150,TFBR40-90-220-151,16069.54,150,90,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-300-150,TFBR40-90-300-151,32462.64,150,90,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-185-150,TFBR40-90-185-151,10476.65,150,90,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-140-150,TFBR40-90-140-151,4695.77,150,90,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-90-135-150,TFBR40-90-135-151,4153.46,150,90,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-115-150,TFBR40-92-115-151,2035.15,150,92,115,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-105-100,TFBR40-92-105-101,782.21,150,92,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-108-150,TFBR40-92-108-151,1419.26,150,92,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-110-150,TFBR40-92-110-151,1585.58,150,92,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-112-150,TFBR40-92-112-151,1763.5,150,92,112,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-118-150,TFBR40-92-118-151,2316.38,150,92,118,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-120-150,TFBR40-92-120-151,2504.88,150,92,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-92-178-150,TFBR40-92-178-151,9328.54,150,92,178,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-110-100,TFBR40-95-110-101,918.29,150,95,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-115-150,TFBR40-95-115-151,1815.91,150,95,115,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-120-150,TFBR40-95-120-151,2285.64,150,95,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-140-150,TFBR40-95-140-151,4340.95,150,95,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-108-100,TFBR40-95-108-101,803.38,150,95,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-112-150,TFBR40-95-112-151,1544.26,150,95,112,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-135-150,TFBR40-95-135-151,3798.14,150,95,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-145-150,TFBR40-95-145-151,4903.92,150,95,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-160-150,TFBR40-95-160-151,6709.75,150,95,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-170-150,TFBR40-95-170-151,8013.6,150,95,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-180-150,TFBR40-95-180-151,9401.62,150,95,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-185-150,TFBR40-95-185-151,10121.83,150,95,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-125-150,TFBR40-95-125-151,2765.45,150,95,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-130-150,TFBR40-95-130-151,3276.5,150,95,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-95-150-150,TFBR40-95-150-151,5488.56,150,95,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-98-110-100,TFBR40-98-110-101,772.13,150,98,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-98-115-150,TFBR40-98-115-151,1596.67,150,98,115,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-98-120-150,TFBR40-98-120-151,2055.31,150,98,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-115-100,TFBR40-100-115-101,970.7,150,100,115,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-120-150,TFBR40-100-120-151,1909.15,150,100,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-140-150,TFBR40-100-140-151,3965.47,150,100,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-125-150,TFBR40-100-125-151,2389.46,150,100,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-150-150,TFBR40-100-150-151,5113.08,150,100,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-185-150,TFBR40-100-185-151,9735.77,150,100,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-122-150,TFBR40-100-122-151,2097.14,150,100,122,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-132-150,TFBR40-100-132-151,3099.1,150,100,132,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-160-150,TFBR40-100-160-151,6333.77,150,100,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-175-150,TFBR40-100-175-151,8316.5,150,100,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-180-150,TFBR40-100-180-151,9015.55,150,100,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-200-150,TFBR40-100-200-151,12020.9,150,100,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-230-150,TFBR40-100-230-151,17102.23,150,100,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-240-150,TFBR40-100-240-151,18959.98,150,100,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-250-150,TFBR40-100-250-151,20890.3,150,100,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-260-150,TFBR40-100-260-151,22894.2,150,100,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-270-150,TFBR40-100-270-151,24991.34,150,100,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-280-150,TFBR40-100-280-151,27150.98,150,100,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-300-150,TFBR40-100-300-151,31722.26,150,100,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-130-150,TFBR40-100-130-151,2890.44,150,100,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-135-150,TFBR40-100-135-151,3422.66,150,100,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-145-150,TFBR40-100-145-151,4528.94,150,100,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-100-170-150,TFBR40-100-170-151,7638.12,150,100,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-102-120-150,TFBR40-102-120-151,1752.91,150,102,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-102-135-150,TFBR40-102-135-151,3265.92,150,102,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-120-150,TFBR40-105-120-151,1502.42,150,105,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-135-150,TFBR40-105-135-151,3015.94,150,105,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-140-150,TFBR40-105-140-151,3568.82,150,105,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-122-150,TFBR40-105-122-151,1701,150,105,122,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-145-150,TFBR40-105-145-151,4132.3,150,105,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-180-150,TFBR40-105-180-151,8618.9,150,105,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-105-185-150,TFBR40-105-185-151,9339.12,150,105,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-108-135-150,TFBR40-108-135-151,2775.53,150,108,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-130-150,TFBR40-110-130-151,2076.48,150,110,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-140-150,TFBR40-110-140-151,3140.93,150,110,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-135-150,TFBR40-110-135-151,2598.12,150,110,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-160-150,TFBR40-110-160-151,5519.81,150,110,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-145-150,TFBR40-110-145-151,3703.9,150,110,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-150-150,TFBR40-110-150-151,4288.54,150,110,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-170-150,TFBR40-110-170-151,6824.66,150,110,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-175-150,TFBR40-110-175-151,7502.54,150,110,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-180-150,TFBR40-110-180-151,8202.1,150,110,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-185-150,TFBR40-110-185-151,8921.3,150,110,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-200-150,TFBR40-110-200-151,11196.86,150,110,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-210-150,TFBR40-110-210-151,12814.2,150,110,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-220-150,TFBR40-110-220-151,14514.7,150,110,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-230-150,TFBR40-110-230-151,16288.78,150,110,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-250-150,TFBR40-110-250-151,20076.84,150,110,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-300-150,TFBR40-110-300-151,30907.8,150,110,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-320-150,TFBR40-110-320-151,35791.06,150,110,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-110-190-150,TFBR40-110-190-151,9662.69,150,110,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-112-132-150,TFBR40-112-132-151,2108.23,150,112,132,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-112-142-150,TFBR40-112-142-151,3192.84,150,112,142,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-118-135-150,TFBR40-118-135-151,1888.99,150,118,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-118-137-150,TFBR40-118-137-151,2108.23,150,118,137,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-118-142-150,TFBR40-118-142-151,2661.12,150,118,142,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-135-100,TFBR40-120-135-101,1147.61,150,120,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-145-150,TFBR40-120-145-151,2817.36,150,120,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-150-150,TFBR40-120-150-151,3401.5,150,120,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-140-150,TFBR40-120-140-151,2253.89,150,120,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-160-150,TFBR40-120-160-151,4622.69,150,120,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-170-150,TFBR40-120-170-151,5926.54,150,120,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-175-150,TFBR40-120-175-151,6605.42,150,120,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-180-150,TFBR40-120-180-151,7304.47,150,120,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-185-150,TFBR40-120-185-151,8024.69,150,120,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-190-150,TFBR40-120-190-151,8765.06,150,120,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-200-150,TFBR40-120-200-151,10309.32,150,120,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-220-150,TFBR40-120-220-151,13617.58,150,120,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-230-150,TFBR40-120-230-151,15391.15,150,120,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-240-150,TFBR40-120-240-151,17248.39,150,120,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-120-330-150,TFBR40-120-330-151,37450.22,150,120,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-122-145-150,TFBR40-122-145-151,2629.37,150,122,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-125-145-150,TFBR40-125-145-151,2337.55,150,125,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-125-170-150,TFBR40-125-170-151,5446.73,150,125,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-125-160-150,TFBR40-125-160-151,4142.38,150,125,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-125-180-150,TFBR40-125-180-151,6834.74,150,125,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-127-145-150,TFBR40-127-145-151,2139.48,150,127,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-150-150,TFBR40-130-150-151,2420.71,150,130,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-170-150,TFBR40-130-170-151,4956.84,150,130,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-160-150,TFBR40-130-160-151,3651.98,150,130,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-175-150,TFBR40-130-175-151,5634.72,150,130,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-180-150,TFBR40-130-180-151,6333.77,150,130,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-185-150,TFBR40-130-185-151,7053.98,150,130,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-190-150,TFBR40-130-190-151,7794.36,150,130,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-200-150,TFBR40-130-200-151,9328.54,150,130,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-210-150,TFBR40-130-210-151,10946.38,150,130,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-220-150,TFBR40-130-220-151,12646.87,150,130,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-230-150,TFBR40-130-230-151,14420.95,150,130,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-250-150,TFBR40-130-250-151,18209.02,150,130,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-130-270-150,TFBR40-130-270-151,22299.48,150,130,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-132-148-150,TFBR40-132-148-151,1982.23,150,132,148,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-135-155-150,TFBR40-135-155-151,2514.96,150,135,155,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-135-170-150,TFBR40-135-170-151,4434.7,150,135,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-135-180-150,TFBR40-135-180-151,5812.13,150,135,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-155-150,TFBR40-138-155-151,2191.39,150,138,155,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-158-150,TFBR40-138-158-151,2556.29,150,138,158,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-165-150,TFBR40-138-165-151,3454.42,150,138,165,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-168-150,TFBR40-138-168-151,3850.06,150,138,168,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-170-150,TFBR40-138-170-151,4111.63,150,138,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-175-150,TFBR40-138-175-151,4799.59,150,138,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-138-180-150,TFBR40-138-180-151,5499.65,150,138,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-170-150,TFBR40-140-170-151,3902.47,150,140,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-175-150,TFBR40-140-175-151,4580.35,150,140,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-180-150,TFBR40-140-180-151,5280.41,150,140,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-162-150,TFBR40-140-162-151,2848.61,150,140,162,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-168-150,TFBR40-140-168-151,3630.82,150,140,168,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-172-150,TFBR40-140-172-151,4173.62,150,140,172,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-190-150,TFBR40-140-190-151,6741,150,140,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-200-150,TFBR40-140-200-151,8285.26,150,140,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-220-150,TFBR40-140-220-151,11592.5,150,140,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-230-150,TFBR40-140-230-151,13367.09,150,140,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-240-150,TFBR40-140-240-151,15224.33,150,140,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-250-150,TFBR40-140-250-151,17155.15,150,140,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-260-150,TFBR40-140-260-151,19158.55,150,140,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-300-150,TFBR40-140-300-151,27986.11,150,140,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-330-150,TFBR40-140-330-151,35426.16,150,140,330,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-140-185-150,TFBR40-140-185-151,5999.62,150,140,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-142-168-150,TFBR40-142-168-151,3412.08,150,142,168,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-142-172-150,TFBR40-142-172-151,3954.38,150,142,172,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-142-178-150,TFBR40-142-178-151,4779.43,150,142,178,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-145-170-150,TFBR40-145-170-151,3339,150,145,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-145-165-150,TFBR40-145-165-151,2681.28,150,145,165,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-145-180-150,TFBR40-145-180-151,4726.51,150,145,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-145-175-150,TFBR40-145-175-151,4027.46,150,145,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-148-172-150,TFBR40-148-172-151,3265.92,150,148,172,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-148-178-150,TFBR40-148-178-151,4100.54,150,148,178,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-170-150,TFBR40-150-170-151,2765.45,150,150,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-180-150,TFBR40-150-180-151,4153.46,150,150,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-185-150,TFBR40-150-185-151,4872.67,150,150,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-190-150,TFBR40-150-190-151,5614.06,150,150,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-200-150,TFBR40-150-200-151,7148.23,150,150,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-210-150,TFBR40-150-210-151,8765.06,150,150,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-220-150,TFBR40-150-220-151,10466.57,150,150,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-230-150,TFBR40-150-230-151,12240.14,150,150,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-240-150,TFBR40-150-240-151,14087.3,150,150,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-270-150,TFBR40-150-270-151,20118.17,150,150,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-280-150,TFBR40-150-280-151,22288.39,150,150,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-300-150,TFBR40-150-300-151,26858.66,150,150,300,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-150-360-150,TFBR40-150-360-151,42448.39,150,150,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-152-172-150,TFBR40-152-172-151,2807.28,150,152,172,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-152-178-150,TFBR40-152-178-151,3630.82,150,152,178,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-155-175-150,TFBR40-155-175-151,2858.69,150,155,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-155-180-150,TFBR40-155-180-151,3557.74,150,155,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-158-175-150,TFBR40-158-175-151,2493.79,150,158,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-158-180-150,TFBR40-158-180-151,3192.84,150,158,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-158-200-150,TFBR40-158-200-151,6187.61,150,158,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-180-150,TFBR40-160-180-151,2942.86,150,160,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-185-150,TFBR40-160-185-151,3662.57,150,160,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-190-150,TFBR40-160-190-151,4403.95,150,160,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-200-150,TFBR40-160-200-151,5937.62,150,160,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-187-150,TFBR40-160-187-151,3954.38,150,160,187,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-210-150,TFBR40-160-210-151,7554.96,150,160,210,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-220-150,TFBR40-160-220-151,9255.46,150,160,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-230-150,TFBR40-160-230-151,11029.54,150,160,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-240-150,TFBR40-160-240-151,12876.7,150,160,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-250-150,TFBR40-160-250-151,14817.6,150,160,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-260-150,TFBR40-160-260-151,16821,150,160,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-270-150,TFBR40-160-270-151,18908.06,150,160,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-280-150,TFBR40-160-280-151,21078.29,150,160,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-160-320-150,TFBR40-160-320-151,30532.32,150,160,320,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-165-200-150,TFBR40-165-200-151,5311.15,150,165,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-167-187-150,TFBR40-167-187-151,3057.77,150,167,187,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-190-150,TFBR40-170-190-151,3109.68,150,170,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-200-150,TFBR40-170-200-151,4653.43,150,170,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-220-150,TFBR40-170-220-151,7961.69,150,170,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-230-150,TFBR40-170-230-151,9735.77,150,170,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-240-150,TFBR40-170-240-151,11592.5,150,170,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-170-250-150,TFBR40-170-250-151,13523.33,150,170,250,YANKO,PTFE BRONCE YANKO,PTFE
